
80525,7,America/Denver,Fort Collins,CO
80526,7,America/Denver,Fort Collins,CO
80527,7,America/Denver,Fort Collins,CO
80528,7,America/Denver,Fort Collins,CO
80530,7,America/Denver,Frederick,CO
80532,7,America/Denver,Glen Haven,CO
80533,7,America/Denver,Hygiene,CO
80534,7,America/Denver,Johnstown,CO
80535,7,America/Denver,Laporte,CO
80536,7,America/Denver,Livermore,CO
80537,7,America/Denver,Loveland,CO
80538,7,America/Denver,Loveland,CO
80539,7,America/Denver,Loveland,CO
80540,7,America/Denver,Lyons,CO
80541,7,America/Denver,Masonville,CO
80542,7,America/Denver,Mead,CO
80543,7,America/Denver,Milliken,CO
80544,7,America/Denver,Niwot,CO
80545,7,America/Denver,Red Feather Lakes,CO
80546,7,America/Denver,Severance,CO
80547,7,America/Denver,Timnath,CO
80549,7,America/Denver,Wellington,CO
80550,7,America/Denver,Windsor,CO
80551,7,America/Denver,Windsor,CO
80553,7,America/Denver,Fort Collins,CO
80601,7,America/Denver,Brighton,CO
80602,7,America/Denver,Brighton,CO
80603,7,America/Denver,Brighton,CO
80610,7,America/Denver,Ault,CO
80611,7,America/Denver,Briggsdale,CO
80612,7,America/Denver,Carr,CO
80614,7,America/Denver,Eastlake,CO
80615,7,America/Denver,Eaton,CO
80620,7,America/Denver,Evans,CO
80621,7,America/Denver,Fort Lupton,CO
80622,7,America/Denver,Galeton,CO
80623,7,America/Denver,Gilcrest,CO
80624,7,America/Denver,Gill,CO
80631,7,America/Denver,Greeley,CO
80632,7,America/Denver,Greeley,CO
80633,7,America/Denver,Greeley,CO
80634,7,America/Denver,Greeley,CO
80638,7,America/Denver,Greeley,CO
80639,7,America/Denver,Greeley,CO
80640,7,America/Denver,Henderson,CO
80642,7,America/Denver,Hudson,CO
80643,7,America/Denver,Keenesburg,CO
80644,7,America/Denver,Kersey,CO
80645,7,America/Denver,La Salle,CO
80646,7,America/Denver,Lucerne,CO
80648,7,America/Denver,Nunn,CO
80649,7,America/Denver,Orchard,CO
80650,7,America/Denver,Pierce,CO
80651,7,America/Denver,Platteville,CO
80652,7,America/Denver,Roggen,CO
80653,7,America/Denver,Weldona,CO
80654,7,America/Denver,Wiggins,CO
80701,7,America/Denver,Fort Morgan,CO
80705,7,America/Denver,Log Lane Village,CO
80720,7,America/Denver,Akron,CO
80721,7,America/Denver,Amherst,CO
80722,7,America/Denver,Atwood,CO
80723,7,America/Denver,Brush,CO
80726,7,America/Denver,Crook,CO
80727,7,America/Denver,Eckley,CO
80728,7,America/Denver,Fleming,CO
80729,7,America/Denver,Grover,CO
80731,7,America/Denver,Haxtun,CO
80732,7,America/Denver,Hereford,CO
80733,7,America/Denver,Hillrose,CO
80734,7,America/Denver,Holyoke,CO
80735,7,America/Denver,Idalia,CO
80736,7,America/Denver,Iliff,CO
80737,7,America/Denver,Julesburg,CO
80740,7,America/Denver,Lindon,CO
80741,7,America/Denver,Merino,CO
80742,7,America/Denver,New Raymer,CO
80743,7,America/Denver,Otis,CO
80744,7,America/Denver,Ovid,CO
80745,7,America/Denver,Padroni,CO
80746,7,America/Denver,Paoli,CO
80747,7,America/Denver,Peetz,CO
80749,7,America/Denver,Sedgwick,CO
80750,7,America/Denver,Snyder,CO
80751,7,America/Denver,Sterling,CO
80754,7,America/Denver,Stoneham,CO
80755,7,America/Denver,Vernon,CO
80757,7,America/Denver,Woodrow,CO
80758,7,America/Denver,Wray,CO
80759,7,America/Denver,Yuma,CO
80801,7,America/Denver,Anton,CO
80802,7,America/Denver,Arapahoe,CO
80804,7,America/Denver,Arriba,CO
80805,7,America/Denver,Bethune,CO
80807,7,America/Denver,Burlington,CO
80808,7,America/Denver,Calhan,CO
80809,7,America/Denver,Cascade,CO
80810,7,America/Denver,Cheyenne Wells,CO
80812,7,America/Denver,Cope,CO
80813,7,America/Denver,Cripple Creek,CO
80814,7,America/Denver,Divide,CO
80815,7,America/Denver,Flagler,CO
80816,7,America/Denver,Florissant,CO
80817,7,America/Denver,Fountain,CO
80818,7,America/Denver,Genoa,CO
80819,7,America/Denver,Green Mountain Falls,CO
80820,7,America/Denver,Guffey,CO
80821,7,America/Denver,Hugo,CO
80822,7,America/Denver,Joes,CO
80823,7,America/Denver,Karval,CO
80824,7,America/Denver,Kirk,CO
80825,7,America/Denver,Kit Carson,CO
80826,7,America/Denver,Limon,CO
80827,7,America/Denver,Lake George,CO
80828,7,America/Denver,Limon,CO
80829,7,America/Denver,Manitou Springs,CO
80830,7,America/Denver,Matheson,CO
80831,7,America/Denver,Peyton,CO
80832,7,America/Denver,Ramah,CO
80833,7,America/Denver,Rush,CO
80834,7,America/Denver,Seibert,CO
80835,7,America/Denver,Simla,CO
80836,7,America/Denver,Stratton,CO
80840,7,America/Denver,U S A F Academy,CO
80841,7,America/Denver,U S A F Academy,CO
80860,7,America/Denver,Victor,CO
80861,7,America/Denver,Vona,CO
80862,7,America/Denver,Wild Horse,CO
80863,7,America/Denver,Woodland Park,CO
80864,7,America/Denver,Yoder,CO
80866,7,America/Denver,Woodland Park,CO
80901,7,America/Denver,Colorado Springs,CO
80902,7,America/Denver,Colorado Springs,CO
80903,7,America/Denver,Colorado Springs,CO
80904,7,America/Denver,Colorado Springs,CO
80905,7,America/Denver,Colorado Springs,CO
80906,7,America/Denver,Colorado Springs,CO
80907,7,America/Denver,Colorado Springs,CO
80908,7,America/Denver,Colorado Springs,CO
80909,7,America/Denver,Colorado Springs,CO
80910,7,America/Denver,Colorado Springs,CO
80911,7,America/Denver,Colorado Springs,CO
80912,7,America/Denver,Colorado Springs,CO
80913,7,America/Denver,Colorado Springs,CO
80914,7,America/Denver,Colorado Springs,CO
80915,7,America/Denver,Colorado Springs,CO
80916,7,America/Denver,Colorado Springs,CO
80917,7,America/Denver,Colorado Springs,CO
80918,7,America/Denver,Colorado Springs,CO
80919,7,America/Denver,Colorado Springs,CO
80920,7,America/Denver,Colorado Springs,CO
80921,7,America/Denver,Colorado Springs,CO
80922,7,America/Denver,Colorado Springs,CO
80923,7,America/Denver,Colorado Springs,CO
80924,7,America/Denver,Colorado Springs,CO
80925,7,America/Denver,Colorado Springs,CO
80926,7,America/Denver,Colorado Springs,CO
80927,7,America/Denver,Colorado Springs,CO
80928,7,America/Denver,Colorado Springs,CO
80929,7,America/Denver,Colorado Springs,CO
80930,7,America/Denver,Colorado Springs,CO
80931,7,America/Denver,Colorado Springs,CO
80932,7,America/Denver,Colorado Springs,CO
80933,7,America/Denver,Colorado Springs,CO
80934,7,America/Denver,Colorado Springs,CO
80935,7,America/Denver,Colorado Springs,CO
80936,7,America/Denver,Colorado Springs,CO
80937,7,America/Denver,Colorado Springs,CO
80938,7,America/Denver,Colorado Springs,CO
80939,7,America/Denver,Colorado Springs,CO
80940,7,America/Denver,Colorado Springs,CO
80941,7,America/Denver,Colorado Springs,CO
80942,7,America/Denver,Colorado Springs,CO
80943,7,America/Denver,Colorado Springs,CO
80944,7,America/Denver,Colorado Springs,CO
80945,7,America/Denver,Colorado Springs,CO
80946,7,America/Denver,Colorado Springs,CO
80947,7,America/Denver,Colorado Springs,CO
80949,7,America/Denver,Colorado Springs,CO
80950,7,America/Denver,Colorado Springs,CO
80951,7,America/Denver,Colorado Springs,CO
80960,7,America/Denver,Colorado Springs,CO
80962,7,America/Denver,Colorado Springs,CO
80970,7,America/Denver,Colorado Springs,CO
80977,7,America/Denver,Colorado Springs,CO
80995,7,America/Denver,Colorado Springs,CO
80997,7,America/Denver,Colorado Springs,CO
81001,7,America/Denver,Pueblo,CO
81002,7,America/Denver,Pueblo,CO
81003,7,America/Denver,Pueblo,CO
81004,7,America/Denver,Pueblo,CO
81005,7,America/Denver,Pueblo,CO
81006,7,America/Denver,Pueblo,CO
81007,7,America/Denver,Pueblo,CO
81008,7,America/Denver,Pueblo,CO
81009,7,America/Denver,Pueblo,CO
81010,7,America/Denver,Pueblo,CO
81011,7,America/Denver,Pueblo,CO
81012,7,America/Denver,Pueblo,CO
81019,7,America/Denver,Colorado City,CO
81020,7,America/Denver,Aguilar,CO
81021,7,America/Denver,Arlington,CO
81022,7,America/Denver,Avondale,CO
81023,7,America/Denver,Beulah,CO
81024,7,America/Denver,Boncarbo,CO
81025,7,America/Denver,Boone,CO
81027,7,America/Denver,Branson,CO
81029,7,America/Denver,Campo,CO
81030,7,America/Denver,Cheraw,CO
81033,7,America/Denver,Crowley,CO
81034,7,America/Denver,Crowley,CO
81036,7,America/Denver,Eads,CO
81038,7,America/Denver,Fort Lyon,CO
81039,7,America/Denver,Fowler,CO
81040,7,America/Denver,Gardner,CO
81041,7,America/Denver,Granada,CO
81043,7,America/Denver,Hartman,CO
81044,7,America/Denver,Hasty,CO
81045,7,America/Denver,Haswell,CO
81046,7,America/Denver,Hoehne,CO
81047,7,America/Denver,Holly,CO
81049,7,America/Denver,Kim,CO
81050,7,America/Denver,La Junta,CO
81052,7,America/Denver,Lamar,CO
81054,7,America/Denver,Las Animas,CO
81055,7,America/Denver,La Veta,CO
81057,7,America/Denver,Mc Clave,CO
81058,7,America/Denver,Manzanola,CO
81059,7,America/Denver,Model,CO
81062,7,America/Denver,Olney Springs,CO
81063,7,America/Denver,Ordway,CO
81064,7,America/Denver,Pritchett,CO
81067,7,America/Denver,Rocky Ford,CO
81069,7,America/Denver,Rye,CO
81071,7,America/Denver,Sheridan Lake,CO
81073,7,America/Denver,Springfield,CO
81075,7,America/Denver,Stonington,CO
81076,7,America/Denver,Sugar City,CO
81077,7,America/Denver,Swink,CO
81081,7,America/Denver,Trinchera,CO
81082,7,America/Denver,Trinidad,CO
81084,7,America/Denver,Two Buttes,CO
81087,7,America/Denver,Vilas,CO
81089,7,America/Denver,Walsenburg,CO
81090,7,America/Denver,Walsh,CO
81091,7,America/Denver,Weston,CO
81092,7,America/Denver,Wiley,CO
81101,7,America/Denver,Alamosa,CO
81102,7,America/Denver,Alamosa,CO
81120,7,America/Denver,Antonito,CO
81121,7,America/Denver,Arboles,CO
81122,7,America/Denver,Bayfield,CO
81123,7,America/Denver,Blanca,CO
81124,7,America/Denver,Capulin,CO
81125,7,America/Denver,Center,CO
81126,7,America/Denver,Chama,CO
81127,7,America/Denver,Chimney Rock,CO
81128,7,America/Denver,Chromo,CO
81129,7,America/Denver,Conejos,CO
81130,7,America/Denver,Creede,CO
81131,7,America/Denver,Crestone,CO
81132,7,America/Denver,Del Norte,CO
81133,7,America/Denver,Fort Garland,CO
81134,7,America/Denver,San Luis,CO
81135,7,America/Denver,Homelake,CO
81136,7,America/Denver,Hooper,CO
81137,7,America/Denver,Ignacio,CO
81138,7,America/Denver,Jaroso,CO
81140,7,America/Denver,La Jara,CO
81141,7,America/Denver,Manassa,CO
81143,7,America/Denver,Moffat,CO
81144,7,America/Denver,Monte Vista,CO
81146,7,America/Denver,Mosca,CO
81147,7,America/Denver,Pagosa Springs,CO
81148,7,America/Denver,Romeo,CO
81149,7,America/Denver,Saguache,CO
81151,7,America/Denver,Sanford,CO
81152,7,America/Denver,San Luis,CO
81153,7,America/Denver,San Pablo,CO
81154,7,America/Denver,South Fork,CO
81155,7,America/Denver,Villa Grove,CO
81157,7,America/Denver,Pagosa Springs,CO
81201,7,America/Denver,Salida,CO
81210,7,America/Denver,Almont,CO
81211,7,America/Denver,Buena Vista,CO
81212,7,America/Denver,Canon City,CO
81215,7,America/Denver,Canon City,CO
81220,7,America/Denver,Cimarron,CO
81221,7,America/Denver,Coal Creek,CO
81222,7,America/Denver,Coaldale,CO
81223,7,America/Denver,Cotopaxi,CO
81224,7,America/Denver,Crested Butte,CO
81225,7,America/Denver,Crested Butte,CO
81226,7,America/Denver,Florence,CO
81227,7,America/Denver,Monarch,CO
81228,7,America/Denver,Granite,CO
81230,7,America/Denver,Gunnison,CO
81231,7,America/Denver,Gunnison,CO
81232,7,America/Denver,Hillside,CO
81233,7,America/Denver,Howard,CO
81235,7,America/Denver,Lake City,CO
81236,7,America/Denver,Nathrop,CO
81237,7,America/Denver,Ohio City,CO
81239,7,America/Denver,Parlin,CO
81240,7,America/Denver,Penrose,CO
81241,7,America/Denver,Pitkin,CO
81242,7,America/Denver,Poncha Springs,CO
81243,7,America/Denver,Powderhorn,CO
81244,7,America/Denver,Rockvale,CO
81247,7,America/Denver,Gunnison,CO
81248,7,America/Denver,Sargents,CO
81251,7,America/Denver,Twin Lakes,CO
81252,7,America/Denver,Westcliffe,CO
81253,7,America/Denver,Wetmore,CO
81290,7,America/Denver,Florence,CO
81301,7,America/Denver,Durango,CO
81302,7,America/Denver,Durango,CO
81303,7,America/Denver,Durango,CO
81320,7,America/Denver,Cahone,CO
81321,7,America/Denver,Cortez,CO
81323,7,America/Denver,Dolores,CO
81324,7,America/Denver,Dove Creek,CO
81325,7,America/Denver,Egnar,CO
81326,7,America/Denver,Hesperus,CO
81327,7,America/Denver,Lewis,CO
81328,7,America/Denver,Mancos,CO
81329,7,America/Denver,Marvel,CO
81330,7,America/Denver,Mesa Verde National Park,CO
81331,7,America/Denver,Pleasant View,CO
81332,7,America/Denver,Rico,CO
81334,7,America/Denver,Towaoc,CO
81335,7,America/Denver,Yellow Jacket,CO
81401,7,America/Denver,Montrose,CO
81402,7,America/Denver,Montrose,CO
81403,7,America/Denver,Montrose,CO
81410,7,America/Denver,Austin,CO
81411,7,America/Denver,Bedrock,CO
81413,7,America/Denver,Cedaredge,CO
81414,7,America/Denver,Cory,CO
81415,7,America/Denver,Crawford,CO
81416,7,America/Denver,Delta,CO
81418,7,America/Denver,Eckert,CO
81419,7,America/Denver,Hotchkiss,CO
81420,7,America/Denver,Lazear,CO
81422,7,America/Denver,Naturita,CO
81423,7,America/Denver,Norwood,CO
81424,7,America/Denver,Nucla,CO
81425,7,America/Denver,Olathe,CO
81426,7,America/Denver,Ophir,CO
81427,7,America/Denver,Ouray,CO
81428,7,America/Denver,Paonia,CO
81429,7,America/Denver,Paradox,CO
81430,7,America/Denver,Placerville,CO
81431,7,America/Denver,Redvale,CO
81432,7,America/Denver,Ridgway,CO
81433,7,America/Denver,Silverton,CO
81434,7,America/Denver,Somerset,CO
81435,7,America/Denver,Telluride,CO
81501,7,America/Denver,Grand Junction,CO
81502,7,America/Denver,Grand Junction,CO
81503,7,America/Denver,Grand Junction,CO
81504,7,America/Denver,Grand Junction,CO
81505,7,America/Denver,Grand Junction,CO
81506,7,America/Denver,Grand Junction,CO
81507,7,America/Denver,Grand Junction,CO
81520,7,America/Denver,Clifton,CO
81521,7,America/Denver,Fruita,CO
